 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.54552142E-11      6.0322104      6.0318553      0.0003551         1
  0.65669617E-11     12.2960531     12.2950146      0.0010385         2
  0.66863135E-11     18.4314351     18.4297656      0.0016696         3
  0.14301033E-10     24.6678096     24.6665147      0.0012948         4
  0.14558564E-10     30.8192140     30.8173344      0.0018796         5
  0.15276433E-10     36.9568653     36.9542840      0.0025812         6
  0.34396105E-10     43.3254142     43.3232754      0.0021388         7
  0.41845721E-10     49.3734482     49.3701171      0.0033311         8
  0.48463256E-10     55.5691635     55.5634067      0.0057568         9
  0.51420582E-10     61.7674518     61.7621055      0.0053464        10
  0.58015977E-10     67.8805521     67.8711177      0.0094344        11
  0.63390207E-10     74.0827668     74.0726412      0.0101256        12
  0.66542367E-10     80.1944273     80.1816141      0.0128132        13
  0.69850792E-10     86.4014345     86.3862943      0.0151402        14
  0.73165340E-10     92.6090627     92.5898553      0.0192074        15
  0.82993370E-10     98.6564449     98.6324928      0.0239522        16
  0.87222844E-10    104.9112800    104.8913306      0.0199493        17
  0.88130323E-10    111.1481612    111.1315614      0.0165998        18
  0.89314167E-10    117.2185854    117.1970164      0.0215689        19
  0.92405074E-10    123.3506442    123.3240563      0.0265880        20
  0.93882476E-10    129.5026589    129.4748507      0.0278081        21
  0.99057592E-10    135.8175357    135.7921979      0.0253379        22
  0.99691205E-10    142.1598142    142.1365051      0.0233091        23
  0.99803317E-10    148.0907288    148.0664356      0.0242932        24
  0.10408175E-09    154.3437570    154.3191464      0.0246106        25
  0.10459577E-09    148.0907202    148.0664270      0.0242932        26
  0.10539863E-09    154.4660524    154.4444420      0.0216104        27
  0.10838534E-09    160.7578594    160.7397946      0.0180647        28
  0.10956262E-09    166.9509967    166.9365498      0.0144469        29
  0.11608138E-09    173.1875091    173.1732031      0.0143060        30
  0.11665058E-09    179.2480500    179.2297442      0.0183058        31
  0.11680664E-09    185.5458706    185.5249779      0.0208927        32
  0.11681300E-09    191.5185116    191.5020978      0.0164138        33
  0.11696542E-09    197.8909050    197.8723519      0.0185531        34
  0.11948925E-09    204.0404764    204.0183300      0.0221464        35
  0.11958007E-09    210.2323292    210.2101935      0.0221357        36
  0.12190800E-09    216.3780532    216.3501021      0.0279512        37
  0.12584381E-09    222.5264826    222.4936654      0.0328171        38
  0.12833708E-09    228.5848366    228.5480195      0.0368172        39
  0.12936859E-09    234.7699956    228.7318975      6.0380981        40
  0.12941891E-09    240.9288541    228.6145190     12.3143351        41
  0.12972227E-09    246.8322523    228.7037093     18.1285430        42
  0.13038484E-09    253.0585729    228.7309292     24.3276437        43
  0.13065108E-09    259.4600802    228.7931658     30.6669144        44
  0.26199022E-09    271.2740455    234.8195885     36.4544570        45
  0.26202519E-09    277.2254091    234.8197012     42.4057078        46
  0.26382579E-09    271.2741638    234.8195691     36.4545946        47
  0.26451893E-09    277.1859648    234.8043572     42.3816076        48
  0.26541816E-09    271.2741956    234.8195317     36.4546639        49
  0.26560597E-09    277.1859673    234.8043560     42.3816112        50
  0.26573356E-09    271.2743196    234.8194925     36.4548271        51
  0.26577775E-09    277.2271370    234.8204057     42.4067313        52
  0.26633932E-09    282.7068798    234.7544424     47.9524374        53
  0.26647833E-09    283.3755982    234.8233129     48.5522853        54
  0.26763807E-09    289.4461819    234.7678896     54.6782924        55
  0.26775065E-09    295.7724474    234.8265172     60.9459301        56
  0.26876267E-09    302.3370244    234.8800741     67.4569503        57
  0.32207656E-09    308.1832966    234.8812139     73.3020826        58
  0.32345039E-09    314.4077909    234.9021406     79.5056503        59
  0.32449503E-09    320.5421065    234.9174287     85.6246778        60
  0.32519876E-09    314.4078309    234.9021417     79.5056893        61
  0.32698137E-09    320.5421030    234.9174293     85.6246738        62
  0.32806578E-09    326.0738212    234.9268669     91.1469543        63
  0.32830882E-09    320.5419096    234.9173930     85.6245166        64
  0.32982221E-09    314.3750963    234.9008832     79.4742131        65
  0.33159519E-09    320.5419063    234.9173936     85.6245127        66
  0.33472051E-09    314.3543104    234.9552677     79.3990428        67
  0.33491289E-09    320.6140446    234.9332576     85.6807869        68
  0.33525338E-09    314.3542292    234.9552066     79.3990226        69
  0.33573040E-09    320.5205147    234.9366995     85.5838152        70
  0.33580450E-09    326.6763741    234.9088000     91.7675741        71
  0.33760984E-09    332.8469235    234.9350450     97.9118784        72
  0.33799476E-09    338.8029619    234.9212872    103.8816747        73
  0.33870699E-09    332.8469230    234.9350443     97.9118788        74
  0.33944481E-09    339.5210387    234.9991016    104.5219371        75
  0.33961272E-09    333.2539438    234.9995441     98.2543998        76
  0.33969686E-09    339.5539601    235.0669360    104.4870242        77
  0.34038242E-09    345.3166820    235.1079003    110.2087817        78
