 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.34964530E-11      6.0341193      6.0336532      0.0004661         1
  0.94460525E-11     12.1651580     12.1641836      0.0009744         2
  0.13508649E-10     18.3401983     18.3380408      0.0021575         3
  0.18919645E-10     12.1651569     12.1641825      0.0009744         4
  0.26961348E-10     18.4117711     18.4097800      0.0019911         5
  0.27484814E-10     24.5929779     24.5896944      0.0032835         6
  0.28487638E-10     30.6895216     30.6857830      0.0037386         7
  0.28883761E-10     36.9535048     36.9503243      0.0031805         8
  0.32334996E-10     43.1289231     43.1261826      0.0027404         9
  0.36351043E-10     49.3204749     49.3183522      0.0021227        10
  0.36488559E-10     61.7242871     61.7211604      0.0031266        11
  0.37085854E-10     67.9567215     67.9520599      0.0046616        12
  0.38593148E-10     61.7243041     61.7211775      0.0031266        13
  0.52496649E-10     61.6456578     61.6428408      0.0028170        14
  0.54318895E-10     67.9584864     67.9539548      0.0045316        15
  0.54716534E-10     74.1402128     74.1341692      0.0060436        16
  0.57174735E-10     80.3153824     80.3107516      0.0046308        17
  0.57653759E-10     86.5601379     86.5569736      0.0031643        18
  0.58946463E-10     92.5225121     92.5179308      0.0045812        19
  0.61029969E-10     98.9194763     98.9129017      0.0065746        20
  0.70494159E-10    105.2081904    105.2022117      0.0059787        21
  0.73338456E-10    111.4641627    111.4602882      0.0038744        22
  0.76907280E-10    117.5142493    117.5095476      0.0047017        23
  0.81200215E-10    123.7767090    123.7727511      0.0039579        24
  0.82669959E-10    129.9495608    129.9453834      0.0041773        25
  0.86030350E-10    136.1426796    136.1363610      0.0063186        26
  0.86484089E-10    142.3312652    142.3241737      0.0070914        27
  0.90177643E-10    148.4525017    148.4415605      0.0109413        28
  0.90749846E-10    154.6598687    154.6488155      0.0110533        29
  0.93356224E-10    160.8220526    160.8088473      0.0132052        30
  0.93668494E-10    166.9441554    166.9267008      0.0174546        31
  0.96218509E-10    173.1379413    173.1210103      0.0169310        32
  0.97354667E-10    179.3376496    179.3196866      0.0179631        33
  0.99375350E-10    173.1379314    173.1210005      0.0169309        34
  0.10388676E-09    179.5489915    179.5373953      0.0115961        35
  0.10496155E-09    185.7257028    185.7133688      0.0123339        36
  0.10530932E-09    192.0000474    191.9913091      0.0087384        37
  0.10569175E-09    198.0214771    198.0119173      0.0095599        38
  0.10667576E-09    204.2089494    204.1983399      0.0106095        39
  0.11193578E-09    198.0214412    198.0118814      0.0095599        40
  0.11292695E-09    198.0013788    197.9889553      0.0124235        41
  0.11836616E-09    204.1753684    204.1616658      0.0137025        42
  0.12000890E-09    210.4650801    210.4527868      0.0122933        43
  0.12081605E-09    216.6281708    216.6170722      0.0110986        44
  0.12111509E-09    210.4650778    210.4527844      0.0122933        45
  0.12247398E-09    216.4724228    216.4613872      0.0110356        46
  0.12336057E-09    222.7950312    222.7837739      0.0112573        47
  0.12638489E-09    235.1963732    235.1873249      0.0090483        48
  0.13293104E-09    241.4339455    241.4257283      0.0082172        49
  0.13834452E-09    247.7631595    247.7519763      0.0111832        50
  0.14651401E-09    253.9141538    253.9019372      0.0122166        51
  0.15538177E-09    260.0314247    260.0180828      0.0133419        52
  0.15652319E-09    266.2955528    266.2872231      0.0083297        53
  0.16304760E-09    272.5264675    272.5200146      0.0064529        54
  0.16941731E-09    278.6753926    278.6663521      0.0090405        55
  0.17498896E-09    284.9118398    284.9021864      0.0096534        56
  0.17555230E-09    290.9856633    290.9747187      0.0109446        57
  0.17587335E-09    297.0089585    296.9992935      0.0096650        58
  0.17936026E-09    303.5944882    303.5878559      0.0066323        59
  0.17961962E-09    309.7437317    309.7380176      0.0057141        60
  0.18845699E-09    316.0590616    316.0526122      0.0064494        61
  0.19098238E-09    322.1465465    322.1428502      0.0036964        62
  0.19560627E-09    328.4875123    328.4843249      0.0031874        63
  0.19575714E-09    334.5134852    334.5089524      0.0045328        64
  0.19712984E-09    340.8669169    340.8634084      0.0035085        65
  0.20025376E-09    347.0968777    347.0941861      0.0026916        66
  0.20103747E-09    353.3970209    353.3942302      0.0027908        67
  0.20406402E-09    359.5508929    359.5485629      0.0023300        68
  0.20552013E-09    365.5514960    365.5475925      0.0039035        69
  0.20898717E-09    371.8054618    371.8014715      0.0039903        70
  0.21403030E-09    365.5514953    365.5475917      0.0039035        71
  0.21665628E-09    359.5469783    359.5445407      0.0024376        72
  0.22077189E-09    365.5458188    365.5415103      0.0043085        73
  0.22281106E-09    371.8713796    371.8665062      0.0048733        74
  0.22308771E-09    377.9062312    377.9006563      0.0055749        75
  0.22886078E-09    384.1189019    384.1118026      0.0070992        76
  0.23824977E-09    390.3346215    390.3251185      0.0095030        77
  0.24507051E-09    396.6274330    396.6212864      0.0061466        78
  0.24816309E-09    402.7702931    402.7643394      0.0059537        79
  0.25115020E-09    408.9209488    408.9146233      0.0063254        80
  0.25250280E-09    415.1971885    415.1934285      0.0037600        81
  0.25387140E-09    421.3892383    421.3855844      0.0036539        82
  0.25872704E-09    427.5324453    427.5284865      0.0039588        83
  0.25998402E-09    433.9184834    433.9153999      0.0030835        84
  0.26140715E-09    440.0978044    440.0942174      0.0035870        85
  0.26352483E-09    446.1539688    446.1490718      0.0048970        86
  0.26418204E-09    464.5859849    464.5796217      0.0063633        87
  0.27069584E-09    470.8110133    470.8039939      0.0070194        88
  0.27581007E-09    489.2138205    489.2057777      0.0080429        89
  0.27719301E-09    495.6828564    495.6719019      0.0109545        90
  0.28297621E-09    501.8495406    501.8399525      0.0095881        91
  0.28898704E-09    507.8564207    507.8457254      0.0106953        92
  0.29187326E-09    514.1036035    514.0919127      0.0116908        93
  0.29443876E-09    520.3919073    520.3805974      0.0113099        94
  0.29905179E-09    526.6001033    526.5888488      0.0112545        95
  0.30046758E-09    532.7481295    532.7382707      0.0098588        96
  0.30366064E-09    539.1438378    539.1329968      0.0108410        97
  0.30579785E-09    545.1425474    545.1301160      0.0124314        98
  0.31619893E-09    551.4368404    551.4262596      0.0105807        99
  0.32878635E-09    557.6751517    557.6677058      0.0074459       100
  0.33450133E-09    563.8706839    563.8641959      0.0064880       101
  0.33594163E-09    570.2004047    570.1944864      0.0059183       102
  0.34090077E-09    576.1809246    576.1734704      0.0074543       103
  0.34310209E-09    582.4008979    582.3903503      0.0105476       104
  0.34509509E-09    588.4987246    588.4881221      0.0106025       105
  0.34645342E-09    594.9148039    594.9064464      0.0083576       106
  0.34947610E-09    600.9504682    600.9418337      0.0086345       107
  0.36978834E-09    607.2011832    607.1920634      0.0091199       108
  0.37005073E-09    613.4325272    613.4243652      0.0081620       109
  0.38341747E-09    619.5365082    619.5278812      0.0086270       110
  0.38424005E-09    625.8875646    625.8807057      0.0068589       111
  0.38498871E-09    638.2990497    638.2922881      0.0067616       112
  0.39088823E-09    644.3569885    644.3512183      0.0057702       113
  0.39139758E-09    650.5816620    650.5777397      0.0039223       114
  0.39867925E-09    657.0378203    657.0340002      0.0038201       115
  0.40576939E-09    663.0525008    663.0500522      0.0024486       116
  0.40634891E-09    669.2811479    669.2784508      0.0026971       117
  0.40667606E-09    681.8425043    681.8402086      0.0022957       118
  0.41856352E-09    682.1031121    682.1004617      0.0026504       119
  0.42047054E-09    700.3827214    694.3573606      6.0253607       120
  0.42328397E-09    706.1936476    700.1636041      6.0300435       121
  0.42357732E-09    712.7324420    706.6993847      6.0330573       122
  0.42540501E-09    706.1936788    700.1636350      6.0300438       123
  0.43285388E-09    712.3284310    706.3000153      6.0284158       124
  0.43401985E-09    712.2114767    706.1823894      6.0290873       125
  0.43544581E-09    712.2275548    706.1947576      6.0327972       126
  0.43734982E-09    718.4223698    712.3633013      6.0590685       127
  0.43757785E-09    724.4599368    718.4190600      6.0408768       128
  0.43809732E-09    730.9378797    724.8957334      6.0421463       129
  0.43880822E-09    724.4599364    718.4190597      6.0408767       130
  0.43883249E-09    731.0490465    725.0023960      6.0466505       131
  0.43946514E-09    737.2558881    731.2134144      6.0424737       132
  0.43999249E-09    737.3484738    731.2776684      6.0708054       133
  0.44425827E-09    743.4403473    737.3690425      6.0713048       134
  0.44463202E-09    749.5274426    743.4622796      6.0651631       135
  0.44512572E-09    755.6121322    749.5648583      6.0472740       136
  0.44698225E-09    761.7875638    755.7424705      6.0450933       137
  0.45041407E-09    768.1269246    762.0802937      6.0466309       138
  0.45061994E-09    774.5275076    768.4891947      6.0383129       139
  0.45136009E-09    780.4190474    774.3775491      6.0414983       140
  0.45145857E-09    786.5455463    780.5086800      6.0368663       141
  0.45263615E-09    793.0519714    787.0029793      6.0489921       142
  0.45786836E-09    793.1426870    787.0827491      6.0599379       143
  0.46009871E-09    799.1794785    793.1357735      6.0437050       144
  0.46486519E-09    811.4631283    805.4270266      6.0361016       145
  0.46673555E-09    805.0330608    799.0103046      6.0227562       146
  0.47118571E-09    811.2368623    805.2001963      6.0366660       147
  0.47240541E-09    817.5391880    811.5006582      6.0385298       148
  0.47349153E-09    823.9744866    817.9378712      6.0366154       149
  0.47400939E-09    817.5391323    811.5006031      6.0385291       150
  0.47488228E-09    823.7020429    817.6618481      6.0401948       151
  0.47988391E-09    830.1273190    824.0808618      6.0464572       152
  0.47990369E-09    823.8969933    817.8491417      6.0478517       153
  0.48542744E-09    817.3542027    811.3141412      6.0400615       154
  0.48547417E-09    823.8473395    817.8014993      6.0458401       155
  0.48727982E-09    836.3693154    830.3281505      6.0411649       156
  0.49050563E-09    842.3366545    836.2838101      6.0528444       157
