 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.41930708E-11      6.0423643      6.0420013      0.0003630         1
  0.62852662E-11     12.1742991     12.1735101      0.0007890         2
  0.14314095E-10     18.3273162     18.3256497      0.0016665         3
  0.21025240E-10     24.5850024     24.5836981      0.0013043         4
  0.22303881E-10     30.7061936     30.7040298      0.0021638         5
  0.23736302E-10     36.9247081     36.9208509      0.0038572         6
  0.26471634E-10     43.1018003     43.0977701      0.0040301         7
  0.26517591E-10     49.2484468     49.2429184      0.0055284         8
  0.28778142E-10     55.4216026     55.4156165      0.0059861         9
  0.33563967E-10     61.6824684     61.6746001      0.0078684        10
  0.37405621E-10     55.4216003     55.4156142      0.0059861        11
  0.39104578E-10     61.5954414     61.5878020      0.0076394        12
  0.40265279E-10     67.7865689     67.7762876      0.0102812        13
  0.41159513E-10     74.0845741     74.0763947      0.0081794        14
  0.42753217E-10     80.1744637     80.1626668      0.0117970        15
  0.45945565E-10     86.3653667     86.3516178      0.0137489        16
  0.58757593E-10     92.4765883     92.4586234      0.0179649        17
  0.58772689E-10     98.6890356     98.6710375      0.0179982        18
  0.63000563E-10     92.4765878     92.4586229      0.0179649        19
  0.63169567E-10     98.6905025     98.6748014      0.0157011        20
  0.64058258E-10    104.9619499    104.9432345      0.0187155        21
  0.71542386E-10    111.0247968    111.0011979      0.0235989        22
  0.71771859E-10    117.2043296    117.1757683      0.0285613        23
  0.76666440E-10    135.6837587    135.6577877      0.0259711        24
  0.81297794E-10    142.0869990    142.0604767      0.0265223        25
  0.82303225E-10    148.3056176    148.2828452      0.0227724        26
  0.90155224E-10    154.6238315    154.5996391      0.0241924        27
  0.98055892E-10    160.5721840    160.5456420      0.0265420        28
  0.11387184E-09    166.8749456    166.8457189      0.0292266        29
  0.12253329E-09    173.0528622    173.0257803      0.0270819        30
  0.12494258E-09    185.4183419    185.3945751      0.0237669        31
  0.12656438E-09    191.8396989    191.8182404      0.0214585        32
  0.12717032E-09    198.1140394    198.0961727      0.0178667        33
  0.12724809E-09    204.3755477    204.3559240      0.0196237        34
  0.12812335E-09    210.4777131    210.4558998      0.0218133        35
  0.13756541E-09    216.5558177    216.5361454      0.0196723        36
  0.13902889E-09    223.0034100    222.9862125      0.0171975        37
  0.14128533E-09    229.0803961    229.0628703      0.0175258        38
  0.15725747E-09    235.3324728    235.3160380      0.0164348        39
  0.16098111E-09    229.0803936    229.0628679      0.0175258        40
  0.16248951E-09    223.0032648    222.9861291      0.0171357        41
  0.16727122E-09    235.1595008    235.1419431      0.0175577        42
  0.16926088E-09    223.0032617    222.9861259      0.0171357        43
  0.17811440E-09    235.1595711    235.1420134      0.0175577        44
  0.19119324E-09    223.0032585    222.9861228      0.0171357        45
  0.21391560E-09    229.2976567    229.2838077      0.0138489        46
  0.21437538E-09    235.3801144    235.3658619      0.0142525        47
  0.21743061E-09    229.2976580    229.2838091      0.0138489        48
  0.22120523E-09    235.4615295    235.4478365      0.0136930        49
  0.22304367E-09    241.6767369    241.6638835      0.0128534        50
  0.22549408E-09    235.4615257    235.4478327      0.0136930        51
  0.22892172E-09    241.7822051    241.7675696      0.0146355        52
  0.22948640E-09    247.8208052    247.8044049      0.0164003        53
